1.432298137	20.34027759	245.6056491	10	17.18631778	17.34104046
1.275776398	12.68312204	497.4796306	11.51898734	9.941677175	29.76878613
0.947826087	12.27315285	749.8533406	13.35443038	9.430958386	57.51445087
0.724223602	11.29002641	899.0765888	13.41772152	8.450504414	66.76300578
1.067080745	25.29841277	195.2308528	11.70886076	22.43379571	34.10404624
1.167701863	18.69645634	294.9483976	12.21518987	15.69041614	48.26589595
1.074534161	14.55918709	498.077132	13.03797468	11.82534678	58.09248555
0.772670807	10.90760615	898.9136339	14.17721519	7.953972257	95.0867052
0.850931677	21.50531393	292.982075	9.303797468	18.64754098	65.60693642
0.828571429	15.06758399	495.9043998	10.94936709	12.35655738	93.06358382
0.832298137	12.0994331	698.7724063	12.59493671	9.432534678	113.2947977
0.877018634	13.07619948	901.4991852	13.35443038	10.37358134	122.5433526
